district,nomParty,listOrder,name,acadTitle,age,occupation,residency
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,5,Ján Bielik,MUDr.CSc.,39,lekár,Nové Mesto nad Váhom
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,6,Anton Vavro,Doc.Ing.CSc.,56,ekonóm,Bratislava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,7,Filip Vagač,Mgr.,29,geofyzik,Bratislava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,8,Július Bobovnický,MUDr.,59,lekár,Skalica
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,9,Stanislav Jančovič,Ing.,48,tech.-poľnohosp.,Klátová Nová Ves
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,10,Peter Gabura,,38,elektrotechnik,Svätý Jur
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,11,Jaroslav Ivan,Ing.,38,drevársky inž.,Levice
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,12,Štefan Palacka,Ing.,47,poľnohospodár,Bánov
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,13,Bohumil Chmelík,MUDr.,56,lekár,Trnava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,14,Jozef Poláček,Ing.,44,poľnohospodár,Trenčín
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,15,Jozef Tóth,Ing.,51,poľnohospodár,Nitra
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,16,Dušan Jedinák,Mgr.,50,pedagóg,Topoľčany
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,17,Vladimír Golej,,33,strojár,Sereď
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,18,Cyprián Juráň,Ing.,67,poľnohospodár,Bratislava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,19,Vladimír Horák,Ing.,38,strojár,Holíč
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,20,Mária Valachyová,JUDr.,42,právnička,Čajkov
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,21,Ján Nádašský,RNDr.,49,pedagóg,Senec
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,22,Július Hrala,,53,elektrotechnik,Komárno
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,23,Vladimír Krempaský,Ing.,52,ekológ,Bratislava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,24,Alojz Přidal,Mgr.,38,jadrový fyzik,Kátlovce
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,25,Ladislav Kvasnička,MUDr.,67,lekár,Trenčín
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,26,Ján Pobuda,Ing.,39,lesný inžinier,Veľké Vozokany
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,27,Eduard Hollý,,56,strojár,Veľké Leváre
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,28,Alexander Kubíni,Ing.,39,systémový inž.,Brodzany
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,29,Katarína Smiešková,Ing.,35,ekonómka,Kráľová pri Senci
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,30,Pavol Košťál,MUDr.,45,lekár,Skalica
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,31,Štefan Rajec,Ing.CSc,50,vedecký prac.,Bernolákovo
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,32,Štefan Bošnák,Ing.,46,poľnohospodár,Trnava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,33,Karol Dubovan,Ing.,39,elektrotechnik,Trenčín
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,34,Anton Brath,Ing.,44,dopravár,Bratislava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,35,Vladimír Horník,Ing.,50,pedagóg,Abrahám
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,36,Jozef Balážik,,40,stavbár,Behynce
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,37,Jozefína Šimkovičová,Ing.,47,ekonómka,Brodské
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,38,Marián Hanzalík,Ing.arch,50,architekt,Bratislava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,39,Rudolf Máčaj,MUDr.,48,lekár,Levice
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,40,Anton Šumichrast,Ing.,36,stavbár,Nemšová
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,41,Ladislav Jócsik,,26,vodič,Nové Zámky
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,42,Jozef Klokner,Ing.,39,stavbár,Trnava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,43,Marián Kolník,Ing.,65,ekonóm,Nové Mesto nad Váhom
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,44,Jozef Meluš,,40,ekonóm,Krnča
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,45,Pavol Tomašovič,Ing.,30,strojár,Trnava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,46,Pavla Rácková,MUDr.,48,lekárka,Bánovce nad Bebravou
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,47,Milan Paulini,MUDr.,42,lekár,Trnava
5200  Západoslovenský kraj,Kresťanskodemokratické hnutie,48,Marián Mikloško,Ing.,54,stavbár,Nitra
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,1,Béla Bugár,Ing.,36,poslanec,Šamorín
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,2,Miklós Duray,RNDr.,49,poslanec,Bratislava
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,3,Pál Csáky,Ing.,38,poslanec,Levice
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,4,Árpád Duka-Zólyomi,Ing.,53,poslanec,Bratislava
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,5,Pál Farkas,Ing.,41,poslanec,Nový Život
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,6,Ernö Rózsa,JUDr.,64,poslanec,Galanta
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,7,Gyula Bárdos,,36,hovorca MKDH,Senec
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,8,Edit Bauer,Ing. CSc,47,poslankyňa,Šamorín
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,9,László Ásványi,Ing.,69,ekonóm dôch.,Senec
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,10,József Kvarda,PhDr.,45,starosta,Čenkovce
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,11,László A.Nagy,PhDr.,46,predseda MOS,Bratislava
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,12,György Szatmáry,,54,stroj.technik,Šaľa
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,13,István Harna,Doc. Ing. CSc.,54,poslanec,Bratislava
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,14,Klára Sárközy,MUDr.,41,poslankyňa,Veľký Meder
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,15,Erzsébet Dolníková,,54,pedagóg,Levice
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,16,János Fóthy,MVDr.,56,poslanec,Šamorín
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,17,Miklós Fehér,,35,poslanec,Komárno
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,18,László Hóka,Ing.,37,ústr.taj.MKDH,Strekov
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,19,Péter Pázmány,Ing.,50,poslanec,Dunajská Streda
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,20,István Bartakovics,Ing. CSc.,55,poslanec,Komárno
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,21,Ferenc Andrássy,,41,poslanec,Dunajská Streda
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,22,László Szigeti,,37,riad.gymnázia,Štúrovo
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,23,Lajos Mészáros,JUDr.,39,advokát,Dunajská Streda
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,24,Dénes Száraz,,39,pedagóg,Nové Zámky
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,25,Ferenc Katona,MUDr.,34,lekár,Dolné Saliby
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,26,Olga Szabóová,JUDr.,36,starosta,Patince
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,27,Imre Nagy,Ing.,39,stroj.inžinier,Nové Zámky
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,28,István Bajnok,MUDr.,53,poslanec,Komárno
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,29,Imre Harsányi,,49,primátor,Kolárovo
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,30,Attila Batta,,37,osvetár,Štúrovo
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,31,Gábor Farkas,Ing.,26,stroj.inžinier,Vozokany
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,32,Jozef Bölcs,,49,starosta,Trávnik
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,33,Ferenc Mózes,Ing.,33,ekonóm,Janíky
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,34,Lajos Kele,,52,starosta,Tvrdošovce
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,35,Pál Keszegh,,45,pedagóg,Kamenica nad Hronom
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,36,János Filakovsky,MUDr.,62,poslanec,Nové Zámky
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,37,Károly Peczár,,23,technológ,Nové Zámky
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,38,László Forró,Ing.,41,elektr.inžinier,Nové Zámky
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,39,Sándor Bastrnák,MUDr.,57,lekár,Pribeta
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,40,Zoltán Sebök,MUDr.,48,lekár,Komárno
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,41,Gyula Popély,Dr. CSc.,49,historik,Bratislava
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,42,Béla Magyar,,42,učiteľ katechét,Nové Zámky
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,43,Gábor Hulkó,Ing. CSc.,47,vysokošk.pedag.,Dunajská Streda
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,44,Mónika Jávorka,Ing.,26,poľnohosp.inž.,Rúbaň
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,45,László Melczer,,54,poľnohosp.inž.,Želiezovce
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,46,Mária Vokolek,,46,ved.pošt.úradu,Zemné
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,47,Ernest Szomolai,,41,stav.inžinier,Dunajská Streda
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,48,Miklós Mészáros,MUDr.,27,lekár,Senec
5200  Západoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,49,Juraj Bélik,,45,pedagóg,Šahy
